time,pix_x,pix_y
63.27694,1012,56
63.29364,1012,56
63.31065,1012,56
63.32775,1012,56
63.3447,1012,56
63.36177,1012,56
63.37846,1012,56
63.39519,1012,56
63.4122,1012,56
63.42887,1012,56
63.44554,1012,56
63.46221,1012,56
63.47907,1012,56
63.49574,1012,56
63.51259,1012,56
63.5296,1012,56
63.5466,1012,56
63.5636,1012,56
63.58046,1012,56
63.59755,1012,56
63.61448,1012,56
63.6315,1031,57
63.64849,1039,61
63.66553,1039,62
63.68256,1042,72
63.69922,1052,93
63.71589,1066,124
63.73274,1080,159
63.7494,1092,194
63.76637,1102,224
63.78344,1109,248
63.8001,1112,267
63.81677,1112,281
63.83381,1112,288
63.85048,1112,288
63.86715,1112,288
63.8839,1112,288
63.90068,1112,289
63.91734,1112,289
63.93401,1111,296
63.95068,1104,309
63.96734,1099,319
63.98401,1093,329
64.00067,1083,339
64.01734,1076,348
64.03428,1069,353
64.05093,1067,354
64.0676,1061,357
64.08427,1052,359
64.10094,1043,361
64.11765,1033,363
64.13434,1026,364
64.15101,1018,364
64.16788,1009,366
64.18454,1001,366
64.20121,993,366
64.21788,989,366
64.23454,988,366
64.25121,987,366
64.26788,987,366
64.28455,987,366
64.30151,987,366
64.31857,987,366
64.33524,987,366
64.3522,987,366
64.36926,987,366
64.38626,987,366
64.40292,987,366
64.41959,987,366
64.43626,987,366
64.45303,987,366
64.4697,987,366
64.48645,987,366
64.50343,987,366
64.52042,987,366
64.53744,987,366
64.55411,987,366
64.57115,987,366
64.58782,987,366
64.60448,987,366
64.62115,987,366
64.63782,987,366
64.65486,987,366
64.67152,987,366
64.68819,987,366
64.70486,987,366
64.72153,987,366
64.73862,987,366
64.75529,987,366
64.77195,987,366
64.78887,987,366
64.80564,987,366
64.82231,987,366
64.83898,987,366
64.85588,987,366
64.87255,987,366
64.88922,987,366
64.90589,987,366
64.92255,987,366
64.93936,987,366
64.95603,987,366
64.97269,987,366
64.98936,987,366
65.00603,987,366
65.0227,987,366
65.03967,987,366
65.05668,987,366
65.07371,987,366
65.09037,987,366
65.10704,987,366
65.1237,987,366
65.14037,987,366
65.15726,987,366
65.17409,987,366
65.1911,987,366
65.20818,987,366
65.22514,987,366
65.24216,987,366
65.25882,987,366
65.27575,987,366
65.29269,987,366
65.30936,987,366
65.32642,987,366
65.34347,987,366
65.36014,987,366
65.37681,987,366
65.39386,987,366
65.41053,987,366
65.42719,987,366
65.44402,987,366
65.46068,987,366
65.47735,987,366
65.4943,987,366
65.51096,987,366
65.5277,987,366
65.54436,987,366
65.56104,987,366
65.57771,987,366
65.59459,987,366
65.6116,987,366
65.62828,987,366
65.64494,987,366
65.66161,987,366
65.67867,987,366
65.69534,987,366
65.71201,987,366
65.72888,987,366
65.7458,987,366
65.76247,987,366
65.77941,987,366
65.79608,987,366
65.81274,987,366
65.82941,987,366
65.84608,987,366
65.86275,987,366
65.87941,987,366
65.89608,987,366
65.91312,987,366
65.92978,987,366
65.94644,987,366
65.96311,987,366
65.97978,987,366
65.99667,987,366
66.01367,987,366
66.03033,987,366
66.04707,987,366
66.06408,987,366
66.08075,987,366
66.09776,987,366
66.11443,987,366
66.13148,987,366
66.14816,987,366
66.16488,987,366
66.18172,987,366
66.19839,987,366
66.21506,987,366
66.2318,987,366
66.24847,987,366
66.26514,987,366
66.28223,987,366
66.29928,987,366
66.31626,987,366
66.33326,987,366
66.34993,987,366
66.3666,987,366
66.38348,987,366
66.40015,987,366
66.41708,987,366
66.43375,987,366
66.45041,987,366
66.46709,987,366
66.48374,987,366
66.5004,987,366
66.51707,987,366
66.53374,987,366
66.55067,987,366
66.56759,987,366
66.58426,987,366
66.60135,987,366
66.61806,987,366
66.63473,987,366
66.65166,987,366
66.66859,987,366
66.68526,987,366
66.70193,987,366
66.7186,987,366
66.73526,987,366
66.75193,987,366
66.76886,987,366
66.78559,987,366
66.80226,987,366
66.81893,987,366
66.83559,987,366
66.85256,987,366
66.86922,987,366
66.88589,987,366
66.90287,987,366
66.91953,987,366
66.93633,987,366
66.953,987,366
66.96967,987,366
66.98633,987,366
67.00301,987,366
67.01968,987,366
67.03634,987,366
67.05301,987,366
67.06993,987,366
67.08697,987,366
67.10389,987,366
67.12091,987,366
67.13789,987,366
67.15468,987,366
67.17173,987,366
67.18876,987,366
67.20559,987,366
67.22225,987,366
67.23907,987,366
67.25574,987,366
67.27241,987,366
67.28908,987,366
67.30618,987,366
67.32284,987,366
67.33951,987,366
67.35645,987,366
67.37402,987,366
67.39069,987,366
67.40736,987,366
67.42403,987,366
67.4407,987,366
67.45736,987,366
67.47404,987,366
67.4907,987,366
67.5076,987,366
67.52525,987,366
67.54192,987,366
67.55859,987,366
67.57562,987,366
67.59229,987,366
67.60896,987,366
67.62562,987,366
67.64229,987,366
67.65924,987,366
67.67605,987,366
67.69305,987,366
67.70973,987,366
67.72639,987,366
67.74315,987,366
67.75982,987,366
67.77648,987,366
67.79344,987,366
67.8101,987,366
67.82677,987,366
67.84364,987,366
67.86031,987,366
67.87709,987,366
67.89376,987,366
67.91043,987,366
67.92709,987,366
67.94376,987,366
67.96063,987,366
67.9773,987,366
67.99397,987,366
68.01063,987,366
68.02754,987,366
68.04421,987,366
68.06089,987,366
68.07754,987,366
68.09421,987,366
68.1109,987,366
68.12791,987,366
68.14495,987,366
68.16174,987,366
68.17872,987,366
68.19574,987,366
68.2124,987,366
68.22907,987,366
68.24609,987,366
68.26305,987,366
68.27989,987,366
68.29655,987,366
68.31322,987,366
68.32989,987,366
68.3468,987,366
68.36347,987,366
68.38014,987,366
68.3968,987,366
68.4136,987,366
68.43062,987,366
68.44767,987,366
68.46433,987,366
68.48137,987,366
68.49843,987,366
68.51509,987,366
68.53208,987,366
68.54908,987,366
68.56616,987,366
68.58296,987,366
68.59962,987,366
68.61629,987,366
68.63296,987,366
68.64963,987,366
68.6663,987,366
68.68307,987,366
68.69974,987,366
68.71655,987,366
68.73308,987,366
68.74974,987,366
68.76641,987,366
68.78307,987,366
68.79974,987,366
68.81658,987,366
68.83324,987,366
68.84991,987,366
68.86658,987,366
68.88345,987,366
68.90011,987,366
68.91721,987,366
68.93423,991,366
68.95134,1070,389
68.96825,1190,427
68.98527,1255,441
69.00216,1260,441
69.01922,1254,438
69.03589,1234,418
69.05286,1199,379
69.06953,1166,335
69.0864,1137,294
69.10341,1118,260
69.12008,1108,234
69.13674,1103,209
69.15344,1101,188
69.1701,1098,173
69.18678,1094,154
69.20345,1092,134
69.22012,1091,124
69.23707,1091,124
69.25373,1091,124
69.2704,1091,124
69.2871,1088,121
69.30376,1078,111
69.32043,1066,99
69.33743,1056,91
69.35435,1048,88
69.37134,1039,84
69.388,1031,81
69.40489,1022,78
69.42194,1013,74
69.43894,1004,68
69.45561,994,60
69.47227,988,55
69.48907,983,53
69.50663,982,53
69.52366,982,53
69.54032,982,53
69.55699,982,53
69.57365,982,53
69.59032,982,53
69.60725,982,53
69.62437,982,53
69.64132,982,53
69.65826,982,53
69.67493,982,53
69.69189,982,53
